"房屋户型","所在楼层","建筑面积","户型结构","套内面积","建筑类型","房屋朝向","建筑结构","装修情况","梯户比例","配备电梯","产权年限","title","price","url"
"2室2厅1厨1卫","中楼层 (共25层)","95.44㎡","平层","73.73㎡","塔楼","南 北","钢混结构","精装","两梯四户","有","70年","湖绣苑南向大2房  高楼层  视野开阔_广州增城凤凰城翡翠绿洲湖绣苑二手房(广州链家)","19908","https://gz.lianjia.com/ershoufang/108400794040.html"
"2室1厅1厨1卫","低楼层 (共6层)","36.88㎡","平层","31.82㎡","板楼","北","钢混结构","精装","一梯四户","无","70年","南奥一楼带花园两房 单边阳光房 环境好_广州番禺汉溪南国奥林匹克花园二手房(广州链家)","42842","https://gz.lianjia.com/ershoufang/108400428222.html"
"2室2厅1厨1卫","高楼层 (共32层)","82.77㎡","平层","65.34㎡","塔楼","北","钢混结构","精装","两梯五户","有","70年","奥园香雪公馆 精装2+1房 业主急卖 楼层好 配套成熟_广州黄埔香雪奥园香雪公馆二手房(广州链家)","33829","https://gz.lianjia.com/ershoufang/108400270947.html"
"3室1厅1厨1卫","中楼层 (共5层)","62.8㎡","平层","56.74㎡","板楼","南","钢混结构","精装","一梯两户","无","70年","农科院中区安静好房、产权清晰、视野开阔_广州天河五山省农科院中区二手房(广州链家)","47771","https://gz.lianjia.com/ershoufang/108400718466.html"
"1室1厅1厨1卫","高楼层 (共5层)","38.46㎡","平层","30.49㎡","板楼","南","钢混结构","简装","一梯两户","无","70年","近地铁，大院管理，环境好买一层实用二层_广州番禺市桥大北路侨联大街二手房(广州链家)","18981","https://gz.lianjia.com/ershoufang/108400732827.html"
"1室1厅1厨1卫","中楼层 (共8层)","53.62㎡","平层","49.57㎡","塔楼","东南","钢混结构","简装","一梯四户","无","70年","广园东路 越秀区管辖  中楼层 有门卫管理_广州天河沙河广园东路二手房(广州链家)","21634","https://gz.lianjia.com/ershoufang/108400804328.html"
"2室2厅1厨1卫","低楼层 (共32层)","76.11㎡","平层","61.06㎡","塔楼","东北","钢混结构","简装","三梯六户","有","70年","岭南林语精装两房 满二年 业主有新出售 地铁21号线_广州黄埔科学城保利越秀岭南林语二手房(广州链家)","28906","https://gz.lianjia.com/ershoufang/108400768649.html"
"3室2厅1厨1卫","低楼层 (共18层)","89.64㎡","平层","76.37㎡","塔楼","北","钢混结构","简装","两梯八户","有","70年","龙光峰景华庭  配套成熟  户型方正  环境优美_广州黄埔科学城龙光峰景华庭二手房(广州链家)","25993","https://gz.lianjia.com/ershoufang/108400297225.html"
"2室1厅1厨1卫","中楼层 (共22层)","70.45㎡","平层","60.56㎡","塔楼","西","钢混结构","简装","两梯八户","有","70年","金碧花园 实用2房 厅出阳台 通风采光好_广州海珠金碧金碧花园第一金碧二手房(广州链家)","34777","https://gz.lianjia.com/ershoufang/108400613009.html"
"1室1厅1厨1卫","中楼层 (共10层)","55.36㎡","平层","47.31㎡","塔楼","北","钢混结构","精装","一梯十户","有","70年","海富花园 新净装修 正规电梯大一房一厅_广州海珠江燕路海富花园二手房(广州链家)","44256","https://gz.lianjia.com/ershoufang/108400214235.html"
"2室2厅1厨1卫","中楼层 (共9层)","76.31㎡","平层","69㎡","塔楼","南","混合结构","精装","一梯两户","无","70年","客村地铁口，教育学院，南向，一梯两户，环境优雅_广州海珠客村广东教育学院二手房(广州链家)","36300","https://gz.lianjia.com/ershoufang/108400670518.html"
"3室1厅1厨1卫","高楼层 (共5层)","28.71㎡","复式","暂无数据","塔楼","东","钢混结构","精装","一梯五户","无","70年","西门口板块 海珠中路复式小三房 带精装修_广州越秀西门口海珠中路二手房(广州链家)","28562","https://gz.lianjia.com/ershoufang/108400411340.html"
"3室2厅1厨1卫","中楼层 (共9层)","68.83㎡","平层","暂无数据","塔楼","西南","钢混结构","精装","一梯十五户","无","70年","世纪广场小区花园三房 格局方正_广州荔湾龙津世纪广场世和街二手房(广州链家)","33852","https://gz.lianjia.com/ershoufang/108400750205.html"
"3室1厅1厨1卫","低楼层 (共17层)","93.12㎡","平层","74.38㎡","塔楼","北","钢混结构","毛坯","两梯四户","有","70年","豪骏名苑小区  单价低 业主诚意出售_广州花都旧区城央御景二手房(广州链家)","16646","https://gz.lianjia.com/ershoufang/108400797603.html"
"1室1厅1厨1卫","中楼层 (共9层)","38.09㎡","平层","32.46㎡","塔楼","南","钢混结构","简装","一梯八户","无","70年","省一级西关培正 三连直街 正规一房 格局通透明亮_广州荔湾西关龙津西路二手房(广州链家)","30980","https://gz.lianjia.com/ershoufang/108400696765.html"
"4室2厅1厨2卫","低楼层 (共25层)","142.25㎡","平层","114.28㎡","塔楼","南","钢混结构","精装","两梯三户","有","70年","奥园春晓四房   满二年 视野宽阔  采光充足  大阳台_广州黄埔科学城奥园春晓二手房(广州链家)","34095","https://gz.lianjia.com/ershoufang/108400729541.html"
"1室0厅0厨0卫","低楼层 (共9层)","17.16㎡","平层","17.16㎡","板楼","东","钢混结构","简装","一梯五户","无","70年","中山一路 小面积低总价铁一 地铁覆盖_广州越秀东风东中山一路二手房(广州链家)","67017","https://gz.lianjia.com/ershoufang/108400816069.html"
"1室2厅1厨1卫","低楼层 (共9层)","41.31㎡","平层","35.01㎡","塔楼","北","钢混结构","简装","一梯四户","无","70年","五羊小区 低楼层 小户型 生活便利 业主诚心卖_广州越秀五羊新城五羊小区二手房(广州链家)","43573","https://gz.lianjia.com/ershoufang/108400780534.html"
"3室1厅1厨1卫","高楼层 (共9层)","60.36㎡","平层","暂无数据","塔楼","南 西","钢混结构","精装","一梯四户","无","70年","精装修小三房，位置安静，户型间隔实用，附带天台花园_广州黄埔开发西区普晖村二手房(广州链家)","23029","https://gz.lianjia.com/ershoufang/108400782872.html"
"2室1厅1厨1卫","中楼层 (共9层)","65.98㎡","平层","暂无数据","塔楼","东南","钢混结构","简装","一梯四户","无","70年","芳园居教师新村  方正两房 采光好，格局方正实用_广州荔湾坑口芳园居教师新村二手房(广州链家)","22735","https://gz.lianjia.com/ershoufang/108400763932.html"
"3室2厅1厨2卫","高楼层 (共19层)","120.06㎡","平层","暂无数据","塔楼","南","钢混结构","毛坯","两梯四户","有","70年","后面有山，前面有江，南向看花园景方正大三房_广州增城白江锦绣银苑二手房(广州链家)","11495","https://gz.lianjia.com/ershoufang/108400807626.html"
"3室2厅1厨2卫","中楼层 (共9层)","103.18㎡","平层","90㎡","塔楼","东","钢混结构","简装","一梯四户","无","70年","怡港花园小区，  方正大三房。_广州黄埔黄埔区府怡港花园二手房(广州链家)","27428","https://gz.lianjia.com/ershoufang/108400444712.html"
"2室1厅1厨1卫","低楼层 (共6层)","67.98㎡","平层","61.42㎡","暂无数据","南 北","未知结构","简装","一梯两户","暂无数据","70年","海员路小区，低总价，30方后花园。_广州黄埔黄埔区府海员路二手房(广州链家)","25008","https://gz.lianjia.com/ershoufang/108400693384.html"
"2室1厅1厨1卫","低楼层 (共18层)","94.57㎡","平层","78.48㎡","塔楼","北","钢混结构","精装","两梯六户","有","70年","星汇两房出售，拎包入住，满五唯一_广州番禺桥南雅居乐锦官城星汇二手房(广州链家)","25167","https://gz.lianjia.com/ershoufang/108400678350.html"
"2室1厅1厨1卫","高楼层 (共18层)","67.6㎡","平层","56.42㎡","塔楼","西南","钢混结构","简装","两梯八户","有","70年","南景园南向电梯两房 江泰路万科里商圈 业主诚心出售_广州海珠江燕路南景园二手房(广州链家)","35208","https://gz.lianjia.com/ershoufang/108400808338.html"
"2室2厅1厨1卫","中楼层 (共27层)","79.66㎡","平层","暂无数据","塔楼","南","钢混结构","毛坯","一梯四户","暂无数据","70年","珠江源昌花园2房大毛胚南向住宅_广州南沙万顷沙珠江源昌花园二手房(广州链家)","15316","https://gz.lianjia.com/ershoufang/108400782573.html"
"2室2厅1厨1卫","低楼层 (共18层)","81.76㎡","平层","暂无数据","塔楼","东南","钢混结构","精装","三梯一户","有","70年","广州北，轻轨旁，长隆旁，交通便利，磁悬浮站200米_广州花都山前大道美林湖天汇半岛二手房(广州链家)","7682","https://gz.lianjia.com/ershoufang/108400591901.html"
"3室2厅1厨2卫","中楼层 (共32层)","98㎡","平层","78.25㎡","塔楼","东南","钢混结构","精装","两梯六户","有","70年","万科欧泊 南向 精装三房两卫保养新楼龄新_广州番禺万博万科欧泊二手房(广州链家)","41837","https://gz.lianjia.com/ershoufang/108400650517.html"
"2室2厅1厨1卫","中楼层 (共4层)","60.7㎡","平层","54.63㎡","板楼","南","钢混结构","精装","一梯一户","无","70年","南向单边，装修漂亮，直接拎包入住_广州番禺祈福新村祈福新村A区二手房(广州链家)","23065","https://gz.lianjia.com/ershoufang/108400571491.html"
"2室2厅1厨1卫","中楼层 (共10层)","83.77㎡","平层","暂无数据","塔楼","东南","钢混结构","简装","一梯四户","有","70年","单价低，总价低，全屋精装，温馨舒适两房，配套成熟_广州从化神岗镇人盛巴厘天地二手房(广州链家)","11341","https://gz.lianjia.com/ershoufang/108400580034.html"
"1室1厅1厨1卫","低楼层 (共33层)","42.6㎡","平层","33.34㎡","塔楼","北","钢混结构","精装","三梯九户","有","70年","祈福缤纷汇靓装修南北对流，楼下自带配套_广州番禺祈福新村祈福缤纷汇二手房(广州链家)","31221","https://gz.lianjia.com/ershoufang/108400600428.html"
"2室1厅1厨1卫","高楼层 (共8层)","78.96㎡","平层","暂无数据","塔楼","东南","钢混结构","精装","一梯四户","有","70年","怡园海关楼，准电梯房，东南靓向，双地铁物业_广州黄埔大沙地怡园小区二手房(广州链家)","30522","https://gz.lianjia.com/ershoufang/108400774661.html"
"2室2厅1厨1卫","高楼层 (共31层)","65.18㎡","平层","52.23㎡","塔楼","东 东北","钢混结构","简装","三梯十八户","有","70年","天逸名都 精装修两房 户型方正 交通方便_广州天河龙口东天逸名都二手房(广州链家)","63670","https://gz.lianjia.com/ershoufang/108400620419.html"
"1室1厅1厨1卫","高楼层 (共29层)","50.91㎡","平层","暂无数据","塔楼","西","钢混结构","精装","三梯九户","有","70年","新塘广场 很笋一房 华润万家上面_广州增城新塘南新塘广场二手房(广州链家)","15715","https://gz.lianjia.com/ershoufang/108400727235.html"
"3室1厅1厨1卫","高楼层 (共8层)","72.66㎡","平层","暂无数据","塔楼","东南 北","钢混结构","简装","一梯五户","无","70年","湖滨小区 方正三房 东南向地铁口交通方便可建天台花园_广州越秀东湖湖滨苑二手房(广州链家)","42390","https://gz.lianjia.com/ershoufang/108400798010.html"
"2室2厅1厨1卫","高楼层 (共9层)","70.76㎡","平层","62㎡","塔楼","南","钢混结构","精装","一梯四户","有","70年","此单位全新装修 用料都是好的。家具都是牌子货_广州海珠新港西南华花园兴南二街二手房(广州链家)","31092","https://gz.lianjia.com/ershoufang/108400718861.html"
"3室2厅1厨1卫","高楼层 (共33层)","86.4㎡","平层","69.35㎡","塔楼","南","钢混结构","精装","两梯六户","有","70年","小区环境好，光线充足，视野开阔。诚心出售。_广州黄埔科学城实地常春藤二手房(广州链家)","24306","https://gz.lianjia.com/ershoufang/108400717146.html"
"3室2厅1厨3卫","高楼层 (共7层)","147㎡","复式","130.3㎡","塔楼","东南","钢混结构","精装","一梯四户","无","70年","业主诚心放卖, 看房只要提前预约就可以, 很方便的_广州番禺华南碧桂园华南碧桂园锦翠苑二手房(广州链家)","24150","https://gz.lianjia.com/ershoufang/108400349983.html"
"3室2厅1厨1卫","低楼层 (共32层)","89.24㎡","平层","70.02㎡","塔楼","南","钢混结构","精装","两梯六户","有","70年","湖山国际南向改正规三房 背靠山脉 位置安静_广州增城凤凰城合生湖山国际二手房(广州链家)","18490","https://gz.lianjia.com/ershoufang/108400705764.html"
"2室2厅1厨1卫","中楼层 (共7层)","75.33㎡","平层","暂无数据","塔楼","东北","钢混结构","精装","一梯四户","无","70年","世纪绿洲 精装修两房 通风采光好 业主诚心出售_广州天河龙洞保利世纪绿洲一期二手房(广州链家)","38498","https://gz.lianjia.com/ershoufang/108400452196.html"
"2室1厅1厨1卫","高楼层 (共30层)","85.35㎡","平层","70.07㎡","塔楼","北","钢混结构","精装","三梯六户","有","70年","温暖舒适，格局方正，装修保养好，现代风格_广州天河珠江新城东珠江太阳城广场裕景二手房(广州链家)","67956","https://gz.lianjia.com/ershoufang/108400657810.html"
"2室2厅1厨1卫","中楼层 (共9层)","41.62㎡","平层","37.67㎡","塔楼","东南 南","钢混结构","精装","一梯十户","无","70年","南洲花苑 新装修两房 安静不吵 带家私电器 过两年_广州海珠南洲南洲花苑A区二手房(广州链家)","29746","https://gz.lianjia.com/ershoufang/108400701080.html"
"1室1厅1厨1卫","中楼层 (共9层)","42.28㎡","平层","37.78㎡","塔楼","东南","钢混结构","简装","一梯五户","无","70年","泰沙路小区    正规一房一厅  成熟配套社区_广州海珠江燕路泰沙路二手房(广州链家)","25544","https://gz.lianjia.com/ershoufang/108400563815.html"
"3室2厅1厨1卫","中楼层 (共18层)","101.63㎡","平层","78.66㎡","塔楼","南","钢混结构","精装","两梯八户","有","70年","科城山庄锦泽园 精装三房 业主置换 诚心出售_广州黄埔科学城科城山庄锦泽园二手房(广州链家)","39556","https://gz.lianjia.com/ershoufang/108400662852.html"
"4室2厅1厨2卫","高楼层 (共8层)","100.91㎡","平层","93.11㎡","塔楼","东","钢混结构","简装","一梯六户","无","70年","中区东汇城旁成熟小区实用户型准备加装电梯_广州增城荔城中区岗前小区二手房(广州链家)","9811","https://gz.lianjia.com/ershoufang/108400696019.html"
"3室1厅1厨1卫","中楼层 (共9层)","73.1㎡","平层","61.22㎡","塔楼","东","钢混结构","简装","一梯六户","有","70年","楼层好，视野宽阔，带电梯，配套设施齐全，交通便利_广州天河长兴天鹅花苑二手房(广州链家)","35568","https://gz.lianjia.com/ershoufang/108400752225.html"
"2室1厅1厨1卫","中楼层 (共8层)","47.42㎡","平层","45㎡","塔楼","东","钢混结构","精装","一梯三户","无","70年","华贵路4楼精装小两房，近地铁，舒适安静_广州荔湾龙津华贵路二手房(广州链家)","37537","https://gz.lianjia.com/ershoufang/108400759660.html"
"2室2厅1厨1卫","高楼层 (共55层)","99.37㎡","平层","79.14㎡","塔楼","北","钢混结构","精装","四梯六户","有","70年","亚运城天誉 中高层大两房 视野开阔 保养好_广州番禺亚运城亚运城天誉二手房(广州链家)","23146","https://gz.lianjia.com/ershoufang/108400843223.html"
"2室1厅1厨1卫","中楼层 (共7层)","48.46㎡","平层","暂无数据","塔楼","南","钢混结构","简装","一梯两户","无","70年","景泰新村中层两房 厅出阳台南向 全明屋_广州白云景泰景泰新村二手房(广州链家)","25795","https://gz.lianjia.com/ershoufang/108400813358.html"
"3室1厅1厨1卫","高楼层 (共8层)","71.29㎡","平层","暂无数据","塔楼","东南","钢混结构","精装","一梯四户","无","70年","景泰3房 精致东南向单边 复式两层带花园_广州白云景泰景泰新村二手房(广州链家)","26652","https://gz.lianjia.com/ershoufang/108400788816.html"
"3室2厅1厨1卫","低楼层 (共12层)","87.27㎡","平层","暂无数据","塔楼","南","钢混结构","简装","两梯五户","有","70年","高尔夫东区 南向小三房 刚需精品户型 方正实用_广州白云黄石白云高尔夫花园东区二手房(广州链家)","35866","https://gz.lianjia.com/ershoufang/108400352749.html"
"2室2厅1厨1卫","高楼层 (共9层)","39.37㎡","平层","暂无数据","塔楼","东南","钢混结构","精装","一梯六户","无","70年","168万 精装 东南向2房，采光通风好 楼下花园_广州天河粤垦金燕花园二手房(广州链家)","42673","https://gz.lianjia.com/ershoufang/108400771069.html"
"3室2厅1厨1卫","高楼层 (共26层)","88.38㎡","平层","72.07㎡","塔楼","北","钢混结构","精装","三梯六户","有","70年","花语水岸 精装实用三房 高层望花园望江 通风采光好_广州荔湾大坦沙花语水岸二手房(广州链家)","45825","https://gz.lianjia.com/ershoufang/108400818984.html"
"2室2厅1厨1卫","中楼层 (共6层)","78.16㎡","平层","暂无数据","塔楼","北","钢混结构","精装","一梯四户","无","70年","凤仪苑  满五唯一 无按揭 环境好_广州增城凤凰城碧桂园凤凰城凤仪苑二手房(广州链家)","20215","https://gz.lianjia.com/ershoufang/108400721342.html"
"3室2厅1厨1卫","中楼层 (共28层)","93.76㎡","平层","76.37㎡","塔楼","东南","钢混结构","精装","两梯六户","有","70年","滨海珺城 精装南向小三房，中层看海，证过二低税费_广州南沙滨海花园越秀滨海珺城二手房(广州链家)","24531","https://gz.lianjia.com/ershoufang/108400820706.html"
"2室2厅1厨1卫","中楼层 (共23层)","74.93㎡","平层","62.14㎡","塔楼","东","钢混结构","精装","两梯十户","有","70年","此房过五唯一 东向望花园 安静不临街_广州番禺大石今日丽舍二手房(广州链家)","27493","https://gz.lianjia.com/ershoufang/108400578813.html"
"2室2厅1厨1卫","高楼层 (共9层)","43.03㎡","平层","暂无数据","塔楼","南","钢混结构","简装","一梯十四户","无","70年","棠溪楼梯中层 方正两房 安静舒适 诚心出售_广州白云机场路三元里大道二手房(广州链家)","19754","https://gz.lianjia.com/ershoufang/108400808475.html"
"2室1厅1厨1卫","中楼层 (共9层)","52.83㎡","平层","47.08㎡","塔楼","东南","钢混结构","简装","一梯五户","无","70年","马赛克外墙 中层 东南向两房 楼下街市 交通便利_广州海珠沙园沙园沙园八街二手房(广州链家)","28393","https://gz.lianjia.com/ershoufang/108400507262.html"
"4室2厅1厨2卫","高楼层 (共44层)","177.16㎡","平层","139.34㎡","塔楼","南","钢混结构","精装","三梯四户","有","70年","高楼层，视野开阔，配套齐全，高品质小区，楼龄新_广州天河杨箕富力东山新天地二手房(广州链家)","84670","https://gz.lianjia.com/ershoufang/108400757224.html"
"3室2厅1厨2卫","中楼层 (共8层)","113.08㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯四户","无","70年","全新装修 低总价首付 刚需单位_广州南沙大岗镇潭洲博爱商场二手房(广州链家)","8446","https://gz.lianjia.com/ershoufang/108400816671.html"
"3室1厅1厨1卫","高楼层 (共6层)","93.35㎡","平层","80.47㎡","塔楼","北","钢混结构","毛坯","一梯四户","无","70年","番禺亚运城1200米、海愉苑、理想家园、小三房双阳台。_广州番禺亚运大道中海愉苑二手房(广州链家)","13712","https://gz.lianjia.com/ershoufang/108400763171.html"
"3室2厅1厨1卫","中楼层 (共28层)","104.74㎡","平层","暂无数据","板塔结合","南 北","钢混结构","精装","两梯四户","有","70年","证满两年，税费低， 户型简约实用， 中高楼层_广州从化神岗镇珠江壹城二手房(广州链家)","13844","https://gz.lianjia.com/ershoufang/108400240410.html"
"2室1厅1厨1卫","中楼层 (共9层)","61.44㎡","平层","暂无数据","塔楼","东","钢混结构","简装","一梯六户","有","70年","棠德花园 正规东向两房 加装电梯 中楼层_广州天河棠下棠德花园二手房(广州链家)","31413","https://gz.lianjia.com/ershoufang/108400720542.html"
"2室1厅1厨1卫","中楼层 (共8层)","72.3㎡","平层","62.67㎡","塔楼","东","钢混结构","精装","一梯九户","无","70年","方正两房   生活便利   居住舒适   合家欢乐_广州番禺大石富丽家园锦华楼二手房(广州链家)","20609","https://gz.lianjia.com/ershoufang/108400635872.html"
"3室2厅1厨2卫","高楼层 (共31层)","119㎡","平层","暂无数据","塔楼","南 北","钢混结构","简装","三梯八户","有","70年","荟雅苑  南向大3房 双卫生间 封闭小区花园_广州天河林和荟雅苑二手房(广州链家)","61345","https://gz.lianjia.com/ershoufang/108400543383.html"
"2室1厅1厨1卫","高楼层 (共9层)","67.82㎡","平层","61.28㎡","塔楼","西","钢混结构","简装","一梯六户","无","70年","五羊小区 东西向 视野好采光无遮挡_广州越秀五羊新城五羊小区二手房(广州链家)","38337","https://gz.lianjia.com/ershoufang/108400674033.html"
"4室2厅1厨2卫","高楼层 (共33层)","233.52㎡","复式","暂无数据","塔楼","东","钢混结构","精装","三梯十二户","有","70年","宏宇广场 电梯高层 复式四房 装修新 安静_广州海珠宝岗宏宇广场二手房(广州链家)","33402","https://gz.lianjia.com/ershoufang/108400571031.html"
"2室2厅1厨1卫","高楼层 (共15层)","83.33㎡","平层","64.13㎡","塔楼","东南","钢混结构","精装","两梯四户","有","70年","亚运城媒体南中间位置实用两房放卖_广州番禺亚运城亚运城媒体南村二手房(广州链家)","28202","https://gz.lianjia.com/ershoufang/108400735737.html"
"1室1厅1厨1卫","中楼层 (共18层)","32㎡","复式","31.92㎡","塔楼","南","钢混结构","简装","两梯十一户","有","70年","双子星城 电梯一房 户型方正 实用率高_广州海珠新港西双子星城二手房(广州链家)","41563","https://gz.lianjia.com/ershoufang/108400764544.html"
"1室1厅0厨1卫","低楼层 (共9层)","19.02㎡","复式","暂无数据","塔楼","北","钢混结构","简装","一梯两户","无","70年","乐嘉路电视台宿舍1楼复式楼层5m简装可办公居住_广州白云机场路电视台宿舍二手房(广州链家)","31546","https://gz.lianjia.com/ershoufang/108400759401.html"
"3室2厅1厨1卫","中楼层 (共8层)","86㎡","平层","77.54㎡","塔楼","南 北","钢混结构","精装","一梯五户","无","70年","寺贝楼 实用小三房 南北对流 保养新净 可拎包入住_广州越秀东山口寺贝楼二手房(广州链家)","66280","https://gz.lianjia.com/ershoufang/108400770180.html"
"2室1厅1厨1卫","低楼层 (共9层)","40.08㎡","平层","暂无数据","塔楼","东 西","钢混结构","精装","一梯八户","无","70年","合益小区 精致小两房 靓楼层 免装修_广州白云机场路合益小区二手房(广州链家)","27446","https://gz.lianjia.com/ershoufang/108400800842.html"
"3室2厅1厨2卫","低楼层 (共25层)","106.28㎡","平层","83.42㎡","板塔结合","东南","钢混结构","毛坯","两梯四户","有","70年","碧桂园城市花园花岸苑 3室2厅 176万_广州增城朱村碧桂园城市花园花岸苑二手房(广州链家)","16561","https://gz.lianjia.com/ershoufang/108400300032.html"
"3室2厅1厨1卫","中楼层 (共18层)","94.42㎡","平层","78.62㎡","塔楼","东南","钢混结构","简装","两梯四户","有","70年","万科云山 南向三房 望游泳池 看房方便_广州白云东平万科云山花园二手房(广州链家)","30291","https://gz.lianjia.com/ershoufang/108400568846.html"
"3室2厅1厨2卫","高楼层 (共28层)","123.82㎡","平层","101.89㎡","塔楼","南","钢混结构","毛坯","两梯四户","有","70年","白江站 汇东国际 毛坯3房 南向通风好 无欠款_广州增城白江汇东国际花园二手房(广州链家)","20191","https://gz.lianjia.com/ershoufang/108400302562.html"
"3室1厅1厨1卫","低楼层 (共11层)","81.54㎡","平层","68.91㎡","塔楼","北","钢混结构","精装","两梯四户","有","70年","温馨里 电梯精装修三房 证过两年 楼龄新 交通便利_广州番禺市桥北温馨里二手房(广州链家)","28821","https://gz.lianjia.com/ershoufang/108400665112.html"
"2室1厅1厨1卫","高楼层 (共15层)","75.49㎡","平层","暂无数据","塔楼","南","钢混结构","精装","两梯六户","有","70年","诚意出售，自住装修，动静分离，环境优美，拎包入住。_广州白云新市百顺台花园二手房(广州链家)","29806","https://gz.lianjia.com/ershoufang/108400752638.html"
"3室2厅1厨2卫","低楼层 (共17层)","126㎡","平层","97.51㎡","塔楼","南","钢混结构","毛坯","两梯三户","有","70年","神岗站地铁口人盛巴厘天地双阳台南北对流业主急出手_广州从化神岗镇人盛巴厘天地二手房(广州链家)","10715","https://gz.lianjia.com/ershoufang/108400475463.html"
"3室2厅1厨1卫","中楼层 (共18层)","101.62㎡","平层","78.66㎡","塔楼","南","钢混结构","简装","两梯八户","有","70年","科城山庄 锦泽园  南向中高层三房 带车位出售_广州黄埔科学城科城山庄锦泽园二手房(广州链家)","37592","https://gz.lianjia.com/ershoufang/108400792289.html"
"3室1厅1厨1卫","高楼层 (共8层)","99㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯六户","暂无数据","70年","位于增城好地段，交通方便，环境舒适，配套完善_广州增城荔城富鹏开园中路二手房(广州链家)","8687","https://gz.lianjia.com/ershoufang/108400610497.html"
"2室1厅1厨1卫","低楼层 (共9层)","65.88㎡","平层","暂无数据","塔楼","南","钢混结构","简装","一梯六户","有","70年","楼梯低层 环境安静 保养新 望花园_广州荔湾坑口芳园居教师新村二手房(广州链家)","24742","https://gz.lianjia.com/ershoufang/108400503875.html"
"1室0厅1厨1卫","中楼层 (共28层)","33.5㎡","平层","暂无数据","塔楼","西","钢混结构","精装","三梯十三户","有","70年","锦骏华庭 户型方正 采光好_广州海珠滨江东锦骏华庭二手房(广州链家)","56120","https://gz.lianjia.com/ershoufang/108200004350.html"
"2室2厅1厨1卫","高楼层 (共18层)","80.27㎡","平层","66.09㎡","塔楼","东","钢混结构","简装","两梯四户","有","70年","四季花园，格局方正，小区配套齐全_广州荔湾坑口四季花园二手房(广州链家)","37374","https://gz.lianjia.com/ershoufang/108400784266.html"
"2室2厅1厨1卫","中楼层 (共10层)","75.13㎡","平层","67.35㎡","塔楼","南","钢混结构","简装","一梯四户","无","70年","黄埔大沙地双地铁口  祥辉苑   中楼层  南北对流_广州黄埔大沙地祥辉苑二手房(广州链家)","27287","https://gz.lianjia.com/ershoufang/108400755816.html"
"4室2厅1厨2卫","高楼层 (共13层)","108.52㎡","复式","86.5㎡","板楼","南","钢混结构","精装","两梯八户","有","70年","南北对流复式大四房  使用率高_广州增城朱村保利中航城二手房(广州链家)","20089","https://gz.lianjia.com/ershoufang/108400660585.html"
"3室1厅1厨2卫","中楼层 (共26层)","84㎡","平层","暂无数据","塔楼","东","钢混结构","简装","两梯八户","有","70年","湖畔花园 过五年唯一 看房方便_广州花都旧区湖畔花园二手房(广州链家)","12500","https://gz.lianjia.com/ershoufang/108400508648.html"
"3室2厅1厨1卫","低楼层 (共5层)","75㎡","平层","69.8㎡","板楼","南","钢混结构","简装","一梯四户","无","70年","青怡居3房 朝南向 一楼私家大花园，诚意出售看楼方便_广州番禺祈福新村祈福新村青怡居二手房(广州链家)","33067","https://gz.lianjia.com/ershoufang/108400593570.html"
"3室1厅1厨1卫","中楼层 (共11层)","110㎡","平层","91.38㎡","塔楼","南","钢混结构","精装","两梯四户","有","70年","阳光充足，近地铁，业主诚心出售_广州番禺华南碧桂园华南碧桂园翠云山二手房(广州链家)","29819","https://gz.lianjia.com/ershoufang/108400619308.html"
"2室2厅1厨1卫","中楼层 (共8层)","78㎡","平层","70.82㎡","塔楼","南","钢混结构","精装","一梯四户","有","70年","全新装修未住.南向大两房.看房方面 .户口不占用_广州黄埔大沙地怡园小区二手房(广州链家)","35898","https://gz.lianjia.com/ershoufang/108400565745.html"
"2室2厅1厨1卫","低楼层 (共32层)","86.4㎡","平层","暂无数据","塔楼","南","钢混结构","简装","两梯四户","有","70年","尚东阳光 交通便利 精装两房_广州增城沙村尚东阳光雅苑二手房(广州链家)","18866","https://gz.lianjia.com/ershoufang/108200019242.html"
"3室1厅1厨1卫","中楼层 (共9层)","76.84㎡","平层","暂无数据","塔楼","南","钢混结构","精装","一梯四户","无","70年","共和怡苑  框架结构  南北朝向_广州越秀杨箕共和怡苑二手房(广州链家)","65071","https://gz.lianjia.com/ershoufang/108400807353.html"
"1室1厅1厨1卫","高楼层 (共9层)","53.59㎡","平层","暂无数据","塔楼","西","钢混结构","精装","一梯八户","有","70年","梅苑小区电梯西南向，方正好改，望山景，各付各税_广州白云梅花园梅苑小区二手房(广州链家)","36388","https://gz.lianjia.com/ershoufang/108400593010.html"
"3室1厅1厨2卫","中楼层 (共30层)","93.64㎡","平层","71.15㎡","塔楼","东南","钢混结构","精装","两梯六户","有","70年","金融街融穗御府 3室1厅 282万_广州黄埔科学城金融街融穗御府二手房(广州链家)","30116","https://gz.lianjia.com/ershoufang/108400713376.html"
"3室2厅1厨1卫","中楼层 (共8层)","118㎡","平层","101.1㎡","塔楼","南","钢混结构","精装","一梯四户","有","70年","采光充足，位置好 户型方正，楼下有楼巴站，出入方便_广州番禺华南碧桂园华南碧桂园翠山蓝天苑二手房(广州链家)","32204","https://gz.lianjia.com/ershoufang/108400806230.html"
