,建筑面积,房屋朝向,装修情况,梯户比例,配备电梯,title,price,房间数量,客厅数量,厨房数量,厕所数量,楼层,楼层总数
957,83,南,精装,两梯四户,1,同和时代花生2 天朗花园 高层少税 视野开阔_广州白云同和时代花生Ⅱ二手房(广州链家),37952,2,2,1,1,高,32
385,105.35,东北,精装,一梯四户,1,云景花园 云桦苑中高楼层  双阳台_广州白云京溪云景花园云桦苑二手房(广州链家),37969,3,2,1,1,高,10
1141,67.16,西,简装,一梯三户,0,淘金街安静两房 带天台花园 近麓湖公园 黄花岗公园_广州越秀淘金淘金路淘金街二手房(广州链家),37970,2,1,1,1,高,9
1972,158,西南,精装,两梯四户,1,近地铁，近市场，小区人车分流，安静环境好_广州番禺雅居乐广州雅居乐花园十年小雅二手房(广州链家),37975,4,2,1,2,中,31
1276,27.64,西北,简装,三梯十户,1,标准一房一厅 刚需上车 配套成熟_广州海珠金碧金碧花园第二金碧二手房(广州链家),37989,1,1,1,1,高,33
1816,107.92,东北,精装,两梯六户,1,罗马家园 三房带主套 高层望海珠湖 保养好_广州海珠沥滘罗马家园二手房(广州链家),37992,3,2,1,2,高,18
1020,119.99,东,精装,两梯七户,1,第三金碧花园   东向大三房  装修保养好_广州海珠金碧金碧花园第三金碧二手房(广州链家),38004,3,2,1,2,低,32
522,84.2,北,精装,两梯四户,1,白云高尔夫花园荷塘月色 2室1厅 320万_广州白云黄石白云高尔夫花园荷塘月色二手房(广州链家),38005,2,1,1,1,低,18
1591,49.97,西南,精装,三梯八户,1,滨江瑞城电梯高层江景一房 无挡大阳台 过五年唯一_广州海珠金碧滨江瑞城二手房(广州链家),38023,1,0,1,1,高,30
1225,63.1,北,简装,两梯六户,1,荔港南湾 实用小两房 望花园 通风好_广州荔湾南岸路荔港南湾二手房(广州链家),38035,2,1,1,1,中,32
1881,35.75,南 北,简装,一梯十户,0,越秀西华路 中层两房 住家装修 房出阳台 南北向_广州越秀西华路西华路司马街二手房(广州链家),38042,2,1,1,1,中,9
1049,110.32,南,精装,两梯六户,1,怡港花园  园中园南向三房   中楼层安静不吵_广州黄埔黄埔区府怡港花园二手房(广州链家),38072,3,2,1,2,中,11
257,66.98,北,精装,一梯六户,1,三号线大塘地铁口，大花园小区原装电梯两房，诚意出售_广州海珠赤岗坚真花园二手房(广州链家),38072,2,1,1,1,高,12
198,102.4,东北,精装,两梯六户,1,剑桥郡中层三房 一线江景 保养新 可拎包入住_广州番禺雅居乐广州雅居乐花园剑桥郡二手房(广州链家),38086,3,2,1,1,低,32
2103,33.59,东,精装,一梯四户,0,适合新婚夫妇居住，正规两房单位_广州荔湾西关文昌南路二手房(广州链家),38107,2,1,1,1,中,9
799,47.19,南 西 北,精装,一梯两户,0,华贵路  框架结构 低层三房 百米楼距_广州荔湾龙津华贵路二手房(广州链家),38123,3,1,1,1,中,4
430,70.26,西,简装,一梯四户,1,恒骏花园宽敞两房，位置安静，舒适宜居_广州白云京溪恒骏花园二手房(广州链家),38145,2,2,1,1,中,10
239,51.89,东南,精装,一梯两户,0,银建小区 低层精装修两房 厅出阳台 采光通风好_广州荔湾周门银建小区二手房(广州链家),38158,2,1,1,1,中,8
1472,112.68,南,精装,一梯四户,1,山水园 112方三房 全南户型 中高楼层 位置安静舒适_广州番禺汉溪锦绣香江花园山水园二手房(广州链家),38162,3,2,1,2,中,11
181,79.88,北,精装,两梯六户,1,金碧花园三期 安静舒适望花园 厅直出阳台 户型方正_广州海珠金碧金碧花园第三金碧二手房(广州链家),38183,2,2,1,1,低,32
940,67.82,南,简装,两梯六户,1,第三金碧花园  南北对流  格局方正 明厨明卫_广州海珠金碧金碧花园第三金碧二手房(广州链家),38190,2,1,1,1,低,26
393,51,东南,精装,一梯四十六户,0,北京路步行街内 精装三房 三面单边 光线足没遮挡_广州越秀北京路北京路二手房(广州链家),38236,3,1,1,1,高,6
61,68,西北,简装,一梯八户,1,云景花园 方正两房 价格不贵 看房方便_广州白云京溪云景花园云桦苑二手房(广州链家),38236,2,2,1,1,低,10
9,101.96,东北,精装,两梯八户,1,东兴大厦 电梯三房 地铁覆盖 性价高_广州越秀环市东东兴大厦二手房(广州链家),38251,3,1,1,1,高,25
33,38.69,东南,精装,两梯七户,1,精装修，格局方正，保养靓 小区管理好_广州番禺洛溪广州奥林匹克花园二手房(广州链家),38253,1,1,1,1,低,15
582,83.62,南,精装,两梯六户,1,黄埔花园 中楼层南向 安静不吵 采光明亮_广州黄埔黄埔区府黄埔花园二手房(广州链家),38269,2,2,1,1,中,16
1935,80.47,北,简装,两梯六户,1,旭景家园 三房 通风采光好 中间楼层_广州天河东圃旭景家园B区二手房(广州链家),38276,3,1,1,1,中,15
1941,34.46,北,简装,一梯四户,0,中山路，西门口，陈家祠，少有好房_广州荔湾西华路金花小区二手房(广州链家),38306,2,1,1,1,中,9
1695,67.82,西,简装,一梯六户,0,五羊小区 东西向 视野好采光无遮挡_广州越秀五羊新城五羊小区二手房(广州链家),38337,2,1,1,1,高,9
1800,53.42,北,精装,两梯九户,1,格局方正实用温馨舒适配套成熟交通便利保养新明厕明厨_广州海珠金碧金碧花园第一金碧二手房(广州链家),38376,2,1,1,1,中,22
992,82.84,北,精装,一梯四户,1,江南西 青葵大街 中层三房 加装电梯已完成 户型方正_广州海珠江南西江南西路青葵大街二手房(广州链家),38388,3,1,1,1,中,8
1565,112,西南,精装,两梯五户,1,西门口 惠爱大厦 采光充足 间隔方正_广州越秀西门口惠爱大厦二手房(广州链家),38393,4,1,1,2,低,22
232,57.21,东北,精装,一梯六户,1,隆康花园  电梯两房  采光通透  配套成熟_广州白云白云大道南隆康花园二手房(广州链家),38455,2,1,1,1,中,11
1751,52,南 北,精装,一梯三户,1,敦和花园，准电梯2房，精装修，安静不吵，采光好_广州海珠广州大道南敦和花园二手房(广州链家),38462,2,1,1,1,高,9
429,68.09,东北,精装,两梯八户,1,江南西路 电梯高层两房  生活便利 交通方便_广州海珠江南西江南西路紫龙大街二手房(广州链家),38479,2,1,1,1,高,18
830,58.45,西南,精装,一梯四户,0,精装三房一厅，户型方正，业主自住，房子保养很好。_广州越秀东川路中山三路二手房(广州链家),38495,3,1,1,1,中,9
1669,75.33,东北,精装,一梯四户,0,世纪绿洲 精装修两房 通风采光好 业主诚心出售_广州天河龙洞保利世纪绿洲一期二手房(广州链家),38498,2,2,1,1,中,7
649,25.97,东,简装,十梯七户,1,金碧一期 电梯一房 采光充足 交通便利_广州海珠金碧金碧花园第一金碧二手房(广州链家),38506,1,0,1,1,低,32
1423,48.03,西南,简装,三梯十户,1,小户型实用电梯两房，厅直出大阳台_广州海珠金碧晓港湾漾日云天二手房(广州链家),38518,2,1,1,1,低,31
611,55.76,西,简装,两梯七户,1,银业国际 住宅性质 保养新城 房大厅大 交通有方便_广州海珠广州大道南银业国际公寓二手房(广州链家),38559,1,1,1,1,低,29
81,47.44,东,精装,三梯十六户,1,马赛国际公寓 高楼层单间 视野好 出行便利_广州天河珠江新城东马赛国际公寓二手房(广州链家),38576,1,0,1,1,高,33
693,81.61,北,精装,三梯八户,1,岭南新世界锦云峰 2室1厅 315万_广州白云嘉禾望岗岭南新世界锦云峰二手房(广州链家),38599,2,1,1,1,低,32
1139,88.06,西南,简装,两梯八户,1,悦安花园 电梯三房 采光好 交通便利 安静小区房_广州海珠昌岗悦安花园二手房(广州链家),38611,3,2,1,1,低,19
516,66.79,南,简装,一梯三户,0,广外艺南向两房     仅售258万_广州天河五山广东外语职业艺术学院五山校区二手房(广州链家),38629,2,1,1,1,中,6
1855,74.5,北,精装,一梯四户,1,岭南新世界 中高楼层 格局方正_广州白云嘉禾望岗岭南新世界二手房(广州链家),38658,2,2,1,1,中,11
714,82.22,东北,精装,一梯六户,1,"实用率高，视线好，采光好,保养好，可拎包入住_广州番禺雅居乐广州雅居乐花园新地沁园二手房(广州链家)",38677,3,2,1,1,中,18
349,61.26,东南,简装,两梯七户,1,荔港南湾  间隔方正 温馨舒适_广州荔湾南岸路荔港南湾二手房(广州链家),38688,2,1,1,1,高,32
489,100.63,东南,精装,一梯四户,1,雅居乐户型方正南向三房 装修保养好 满五唯一_广州番禺雅居乐广州雅居乐花园新地沁园二手房(广州链家),38756,3,2,1,2,低,11
1962,90.26,南,简装,三梯六户,1,祈福名都南向三房，证过两年，保养新，采光通风都挺好_广州番禺祈福新村祈福新村祈福名都二手房(广州链家),38777,3,2,1,2,低,33
806,48.47,南,精装,一梯四户,0,昌华社区 低层三房 省级培正  荔枝湾景观_广州荔湾黄沙恩宁路二手房(广州链家),38787,3,2,1,1,低,6
928,66.5,东南,简装,三梯十户,1,金碧花园  南向两房   中间楼层_广州海珠金碧金碧花园第二金碧二手房(广州链家),38797,2,2,1,1,中,33
1396,61.84,南,简装,两梯八户,1,机场路  时代花园 南向2居 南北对流 格局方正_广州白云机场路时代花园二手房(广州链家),38810,2,1,1,1,中,15
1763,66.95,北,简装,一梯十一户,1,双子星城66.95m²复式三房 户型方正 采光通风好_广州海珠新港西双子星城二手房(广州链家),38835,3,2,1,2,中,12
1018,102.4,南,精装,一梯六户,0,南北对流安静 低层精装修 带主套大三房_广州天河天河公园建华路(天河区)二手房(广州链家),38868,3,1,1,1,低,9
1824,74.33,北,简装,一梯四户,0,一楼带花园 方正实用 安静舒适_广州天河天河公园穗东花园二手房(广州链家),38881,2,1,1,1,低,9
1790,89.95,西北,简装,一梯四户,1,万科城市花园  地铁口50米   户型好  万科物业_广州黄埔文冲万科城市花园二手房(广州链家),38911,3,2,1,2,高,11
1244,66.79,东 西,简装,两梯七户,1,此房满五唯一，楼层好，阳台东向，安静望花园_广州海珠金碧金碧花园第三金碧二手房(广州链家),38928,2,1,1,1,中,32
1022,56,北,精装,一梯一户,0,新建独栋私房适合三代同堂或老人家退休居住_广州荔湾周门荔湾路荔溪二手房(广州链家),38929,3,2,1,1,低,2
447,51.11,东南,精装,一梯三户,0,5号线小北站 精装两房 400米中环广场 配套成熟_广州越秀建设路北较场横路10号大院二手房(广州链家),38936,2,1,1,1,中,5
1903,98.76,北,简装,一梯四户,1,保利花园 实用9成 南北对流 户型方正_广州海珠工业大道中保利花园二手房(广州链家),38984,3,2,1,2,中,11
1197,76.32,北,精装,一梯八户,1,美好居安静3房，户型方正，双阳台，交通便利_广州天河车陂美好居二手房(广州链家),39047,3,2,1,1,高,12
979,63.47,北,简装,一梯八户,1,盈翠华庭 电梯高层两房 双阳台 望白云山 业主急售_广州白云景泰盈翠华庭二手房(广州链家),39074,2,1,1,1,高,12
468,67.82,东 南,简装,一梯六户,0,五羊新城 单边位 采光充足 生气勃勃_广州越秀五羊新城五羊小区二手房(广州链家),39075,2,1,1,1,高,8
670,94.62,南,精装,一梯八户,1,白云山下精装大三房 价格超低电梯楼层_广州白云景泰盈翠华庭二手房(广州链家),39104,3,1,1,1,低,14
1044,93.22,西北,精装,一梯五户,1,植物园地铁口电梯两房，位置安静，采光好_广州天河龙洞保利世纪绿洲二期二手房(广州链家),39155,2,2,1,1,中,10
1078,86.77,北,精装,三梯六户,1,同和地铁口 云裳丽影 精装三房 业主诚心出售_广州白云同和云裳丽影二手房(广州链家),39185,3,2,1,1,中,30
250,79.07,东,简装,两梯六户,1,一揽白云山风景  拎包入住  采光十足_广州白云梅花园怡新花园二手房(广州链家),39206,2,1,1,1,高,14
115,65,东南,精装,两梯八户,1,金碧世纪花园 两房户型方正 通风采光好_广州黄埔大沙地金碧世纪花园二手房(广州链家),39231,2,1,1,1,高,32
1737,91.76,西北 北,简装,四梯二十一户,1,勤天大厦 楼下就是天河公园 交通便利 复式精装四房_广州天河天河公园勤天E品上馆二手房(广州链家),39233,4,2,1,1,高,19
1494,53.5,西,简装,一梯六户,0,此房过五唯一，实用率超高，单价低_广州越秀东山口东华东路二手房(广州链家),39253,1,1,1,1,中,9
1990,78.39,西北,精装,两梯六户,1,岭南新世界 中高楼层视野无遮挡二房，采光好_广州白云嘉禾望岗岭南新世界二手房(广州链家),39291,2,1,1,1,中,14
1316,48.77,南,精装,一梯四户,0,东华西路仁秀新街 2室1厅 192万_广州越秀东川路东华西路仁秀新街二手房(广州链家),39369,2,1,1,1,中,9
938,75.64,东南,简装,一梯六户,0,五羊小区 东南向三房 户型方正 小区安静_广州越秀五羊新城五羊小区二手房(广州链家),39398,3,2,1,1,高,9
1757,66.66,东北,简装,三梯十一户,1,海逸花园小区 电梯精致两房 市二宫地铁站E出口400米_广州海珠江南大道中海逸花园二手房(广州链家),39454,2,2,1,1,高,31
438,83.62,南,精装,两梯四户,1,尚东峰景 电梯三房 南向单位 采光好_广州海珠金碧尚东峰景二手房(广州链家),39465,3,2,1,1,低,18
512,157,南 北,精装,两梯三户,1,房子精装修，方方正正，采光充足，视野开阔，保养好_广州黄埔科学城新福港鼎峰二手房(广州链家),39491,4,2,1,2,中,26
1608,67.82,南,精装,两梯六户,1,金碧三期 高层电梯两房 户型方正 装修保养靓_广州海珠金碧金碧花园第三金碧二手房(广州链家),39517,2,1,1,1,高,26
1673,101.63,南,精装,两梯八户,1,科城山庄锦泽园 精装三房 业主置换 诚心出售_广州黄埔科学城科城山庄锦泽园二手房(广州链家),39556,3,2,1,1,中,18
1292,78.34,西北,精装,两梯六户,1,岭南新世界 高楼层 两房 阳光充裕_广州白云嘉禾望岗岭南新世界二手房(广州链家),39572,2,2,1,1,高,14
593,50,南,精装,一梯五户,0,越秀南路 3室2厅 198万_广州越秀越秀南越秀南路二手房(广州链家),39600,3,2,1,2,中,7
1439,85.77,东南,精装,一梯六户,1,此房满五年，低楼层，正规三房，视野宽阔，采光好_广州越秀东风西东风西路二手房(广州链家),39641,3,2,1,1,中,8
220,25.73,北,简装,一梯九户,0,磨碟沙地铁口，精致一房一厅，业主诚意卖，总价低。_广州海珠磨碟沙丽景花苑二手房(广州链家),39643,1,1,1,1,高,9
755,126,北,简装,一梯两户,1,地铁6号线萝岗保利香雪山 大四房靠万达， 生活便利_广州黄埔科学城保利香雪山花园二手房(广州链家),39683,4,2,1,2,中,10
996,68,西南,简装,两梯五户,1,万科城市花园 西南向  少有放盘 生活便利_广州黄埔文冲万科城市花园二手房(广州链家),39706,2,1,1,1,中,18
726,140.75,东北,精装,两梯六户,1,广州雅居乐花园剑桥郡 4室2厅 560万_广州番禺雅居乐广州雅居乐花园剑桥郡二手房(广州链家),39787,4,2,1,2,高,32
606,98,东南,精装,两梯六户,1,金碧雅苑 3室2厅 390万_广州白云黄边金碧雅苑二手房(广州链家),39796,3,2,1,2,高,18
1403,65.33,南 北,简装,一梯两户,0,邮电新村 中层两房 通风采光好 户型实用_广州越秀建设路邮电新村二手房(广州链家),39798,2,1,1,1,中,6
1155,100,东南 南,精装,两梯八户,1,科城山庄峻森园三房南北对流 下个月满二年_广州黄埔科学城科城山庄峻森园二手房(广州链家),39800,3,2,1,1,高,18
1967,47.47,东,精装,三梯八户,1,海天花苑 两卧一厅，装修新净，方正实用_广州海珠滨江东海天花苑二手房(广州链家),39815,2,1,1,1,高,32
1309,118,东南,精装,两梯六户,1,东南向三房两卫，环境好，视野开阔_广州番禺雅居乐广州雅居乐花园剑桥郡二手房(广州链家),39831,3,2,1,2,低,30
1622,74,北,精装,一梯四户,1,丽林景苑 电梯两房 温馨舒适 交通方便_广州海珠金碧丽林景苑二手房(广州链家),39865,2,2,1,1,高,12
696,95.32,南,简装,两梯八户,1,穗花新村 穗花社区 电梯三房 采光好_广州海珠昌岗穗花新村二手房(广州链家),39866,3,1,1,1,低,20
758,104.08,东北,简装,两梯六户,1,金碧三期  高层三房  视野开阔_广州海珠金碧金碧花园第三金碧二手房(广州链家),39874,3,2,1,2,高,32
1786,39.1,西,精装,三梯二十六户,1,翠馨华庭 高层花园 南北对流 采光充足_广州海珠广州大道南翠馨华庭二手房(广州链家),39898,2,1,1,1,高,24
1374,93.98,西南,精装,三梯六户,1,此房证满两年，高层西南朝向单边位户型，横厅出阳台_广州番禺万博万科欧泊二手房(广州链家),39903,3,2,1,2,高,35
1807,110.21,西南,简装,两梯六户,1,天河御品 电梯南向三房 格局方正 采光通风好_广州白云京溪天河御品二手房(广州链家),39924,3,2,1,1,低,25
948,94.68,南,精装,三梯六户,1,万科欧泊 南北向中层三房 通风采光好 安静不吵_广州番禺万博万科欧泊二手房(广州链家),39924,3,1,1,2,低,35
764,90.16,东南,精装,两梯六户,1,时代玫瑰园 精装三居室 带大平台_广州白云黄边时代玫瑰园二手房(广州链家),39930,3,2,1,2,低,13
276,56.97,北,精装,一梯七户,0,丽景花苑 交通便利 精装修 保养好 带露台_广州海珠磨碟沙丽景花苑二手房(广州链家),39934,2,1,1,1,低,9
45,53.78,北,简装,三梯十户,1,银业国际公寓 1室1厅 215万_广州海珠广州大道南银业国际公寓二手房(广州链家),39978,1,1,1,1,低,29
1792,66.26,南 北,简装,两梯六户,1,金碧三期 电梯中高楼层 南北对流 望江景_广州海珠金碧金碧花园第三金碧二手房(广州链家),39994,2,1,1,1,高,32
35,105,南,精装,三梯六户,1,电梯高层三房，通风采光好，业主自己住，保养新._广州荔湾坑口保利西悦湾二手房(广州链家),40000,3,2,1,2,高,27
1116,59.5,南,精装,一梯八户,1,南向两房 近地铁 业主诚心放卖_广州天河沙太南侨乐新村嘉德利湾二手房(广州链家),40000,2,2,1,1,中,11
860,95,南,精装,三梯六户,1,万科欧泊精装三房，正南向，不靠路，南北对流_广州番禺万博万科欧泊二手房(广州链家),40000,3,2,1,2,低,39
1951,41.22,东,精装,一梯五户,0,德坭新街  精致二房 大院管理 采光通风好_广州越秀盘福东风西路德坭新街二手房(广州链家),40030,2,1,1,1,中,9
1476,92.88,西南,精装,两梯四户,1,雅居乐花园 新地组团 南向 高层 人车分流小区 景观好_广州番禺雅居乐广州雅居乐花园新地沁园二手房(广州链家),40052,3,1,1,1,中,18
708,28.66,西,简装,三梯二十八户,1,新光城市广场 细积单位 低总价_广州荔湾龙津新光城市广场二手房(广州链家),40126,1,1,1,1,高,25
1966,72.18,南,精装,一梯三户,1,南京大院 精致两房 随时约看 业主诚意售出_广州荔湾西村南京路14号大院二手房(广州链家),40178,2,1,1,1,低,9
660,30.56,东南,简装,一梯八户,1,天河区 橡树园 精装一房 总价低  东南向_广州天河沙太南橡树园二手房(广州链家),40249,1,0,1,1,中,9
2038,27.06,东南,精装,一梯六户,0,农讲所A出口旁  低楼层复式小两房 看房方便_广州越秀农讲所中山四路二手房(广州链家),40281,2,1,1,1,低,9
1811,70.56,南,简装,两梯九户,1,蓝色快线  近市二宫地铁站 交通便捷 配套完善_广州海珠前进路蓝色快线二手房(广州链家),40392,2,2,1,1,中,31
392,77.94,东北,简装,一梯五户,1,瑞心苑 明星小区 户型方正两房 业主有心卖_广州天河燕塘瑞心苑二手房(广州链家),40416,2,2,1,1,中,11
436,76.68,西北,简装,两梯六户,1,南景园 厅出阳台 安静望花园 中楼层_广州海珠江燕路南景园二手房(广州链家),40428,2,2,1,1,中,18
152,91.11,东南 北,简装,三梯八户,1,房子比较实用，三房有三个大阳台实用。_广州越秀五羊新城广信美景大厦二手房(广州链家),40501,3,1,1,1,中,24
2056,78.98,东南,精装,两梯六户,1,第三金碧花园 东南向高层两房 视野很开阔 通风采光好_广州海珠金碧金碧花园第三金碧二手房(广州链家),40517,2,2,1,1,高,32
977,56.02,东南,精装,一梯两户,0,白云路 中层 安静两房 住家装修_广州越秀东川路白云路二手房(广州链家),40522,3,1,1,1,高,7
954,95,南,精装,三梯六户,1,万科欧泊三房通风采光好！精装！_广州番禺万博万科欧泊二手房(广州链家),40527,3,2,1,2,高,32
311,61.33,东南,精装,四梯二十二户,1,天健上城 2房1卫 精装修 东南朝向 业主诚心售卖_广州天河车陂天健上城二手房(广州链家),40601,2,1,1,1,高,14
270,96,西,精装,三梯六户,1,万科欧泊 3室2厅 390万_广州番禺万博万科欧泊二手房(广州链家),40625,3,2,1,2,中,35
947,65.17,西南,精装,两梯八户,1,电梯中层两房，户型方正实用，采光好_广州海珠江燕路南景园二手房(广州链家),40663,2,1,1,1,中,18
845,76.23,北,精装,三梯十户,1,高层视野开阔，精装修保养很好，小区环境好，配套齐全_广州黄埔黄埔区府中鼎君和名城二手房(广州链家),40667,2,1,1,1,中,33
1606,57.78,北,精装,两梯六户,1,汇友苑小两房，适合刚需客户，高层通风采光好_广州天河东圃汇友苑二手房(广州链家),40672,2,2,1,1,高,19
627,68.77,东,简装,两梯八户,1,天朗明居 东向 方正两房 户型实用_广州天河棠下富力天朗明居S区二手房(广州链家),40716,2,1,1,1,低,18
1870,65.82,东,精装,两梯七户,1,荔港南湾  新区实用高  厅出大阳台  正东光线好_广州荔湾南岸路荔港南湾二手房(广州链家),40718,2,2,1,1,高,32
1890,35.56,南 北,精装,一梯四户,0,珠江边 珠江园小区  精装修  2房1厅_广州越秀越秀南珠江园二手房(广州链家),40777,2,1,1,1,低,8
1615,66.08,南 北,精装,一梯十三户,0,中山三路 低层精装两房 格局方正 采光充足 南北对流_广州越秀农讲所中山三路北横街二手房(广州链家),40860,2,1,1,1,低,9
1216,31.8,北,精装,一梯五户,0,德坭新街 精致两房 户型方正 采光通风好_广州越秀盘福东风西路德坭新街二手房(广州链家),40881,2,1,1,1,中,9
985,116.18,南,精装,两梯七户,1,金碧三期南向望花园  三房带主人套间_广州海珠金碧金碧花园第三金碧二手房(广州链家),40885,3,2,1,2,中,32
360,55,西南,精装,一梯五户,1,瑞心苑距离燕塘地铁900米 业主诚心放卖 看房方便_广州天河燕塘瑞心苑二手房(广州链家),40910,1,1,1,1,中,11
572,63.01,北,简装,一梯四户,0,电梯两房，格局方正，居住安静舒适_广州天河华景新城棠雅苑二手房(广州链家),40946,2,1,1,1,低,9
1554,54.93,南,简装,一梯四户,0,楼龄超新花园小区户型四正采光超好_广州海珠昌岗南方花园二手房(广州链家),40962,2,1,1,1,低,9
557,63.47,南,简装,一梯五户,1,白云新城 隆康花园 电梯中层望白云山 东南向两房_广州白云白云大道南隆康花园二手房(广州链家),40965,2,2,1,1,中,11
144,73.96,南,精装,两梯四户,1,格局方正实用，南向，采光通透。_广州白云永泰岭南新世界映悦园二手房(广州链家),40969,2,2,1,1,中,9
1927,64.91,西南,简装,三梯十二户,1,英豪花园 电梯两房 中层景观单边位_广州海珠南洲英豪花园阳光320二手房(广州链家),40980,2,2,1,1,中,24
1400,75.5,西北,精装,三梯十六户,1,精装修两房 可以使用管道煤气 交通便利_广州天河珠江新城东马赛国际公寓二手房(广州链家),41060,2,1,1,1,中,33
1147,90.07,东 北,精装,两梯四户,1,锦绣香江 华府二期 高层 通风采光好_广州番禺汉溪锦绣香江花园山水华府二手房(广州链家),41080,3,2,1,1,中,20
219,85.17,东南,精装,三梯八户,1,天平架地铁口电梯东南向三房 格局方正 看房方便_广州天河燕塘天河峰景大厦二手房(广州链家),41095,3,1,1,1,低,32
399,83.95,东北,精装,两梯五户,1,越秀岭南山畔，大两房，精装修，适合大众人群_广州黄埔科学城越秀岭南山畔二手房(广州链家),41096,2,2,1,1,中,32
901,97.14,西南,精装,两梯十八户,1,越秀电梯中层 三房带主套  厅出大阳台_广州荔湾西华路伟业阁二手房(广州链家),41178,3,2,1,2,中,18
1207,94.68,南,简装,三梯六户,1,万科全新三房，未入住  中高层，南北对流  业主诚售_广州番禺万博万科欧泊二手房(广州链家),41192,3,2,1,2,高,35
1853,92.18,西南,精装,两梯四户,1,岭南新世界 刚需3房 高楼层  格局方正_广州白云嘉禾望岗岭南新世界二手房(广州链家),41224,3,2,1,1,高,18
416,18.43,北,简装,一梯五户,0,东川路 低总价 小面积 双地铁 近省医_广州越秀东川路东川路二手房(广州链家),41238,1,0,1,1,低,9
881,78.8,北,精装,一梯四户,1,岭南新世界 精装两房 带15方小平台 实用有94方_广州白云嘉禾望岗岭南新世界二手房(广州链家),41244,2,1,1,1,低,9
151,99.4,南,精装,三梯十户,1,中鼎君和名城 黄埔中 心地段 楼下就是少年宫 地铁口_广州黄埔黄埔区府中鼎君和名城二手房(广州链家),41248,3,1,1,2,高,33
629,71.52,北,简装,两梯八户,1,穗花新村 两房一厅 原装电梯房 邻近晓港公园_广州海珠昌岗穗花新村二手房(广州链家),41248,2,1,1,1,中,20
131,79.49,北,精装,一梯十一户,0,高层花园电梯靓靓小区环境。。。。_广州越秀西华路西华路大兴街二手房(广州链家),41264,3,2,1,1,高,9
32,72.39,北,精装,一梯六户,1,逸景翠园 经典改造户型 直厅设计 采光明亮_广州海珠广州大道南逸景翠园二手房(广州链家),41305,3,1,1,1,低,13
350,69.54,南,精装,两梯六户,1,金碧世纪花园，环境优雅，交通便利，采光通风。_广州黄埔大沙地金碧世纪花园二手房(广州链家),41416,2,1,1,1,中,17
1227,74.22,北,精装,三梯六户,1,中鼎君和名城，精装两房，视野开阔。_广州黄埔黄埔区府中鼎君和名城二手房(广州链家),41499,2,2,1,1,高,33
2075,100.67,西北,简装,一梯六户,1,白云新城 隆康花园 电梯中层 望花园景观_广州白云白云大道南隆康花园二手房(广州链家),41522,3,2,1,1,中,11
1741,66.45,北,简装,一梯五户,1,和平家园 正规两房望花园 过五唯一 有k即看_广州海珠广州大道南和平家园二手房(广州链家),41535,2,1,1,1,低,11
1857,39.7,南 北,精装,一梯三户,0,拥翠小区 实用一室一厅 精装修 南向_广州越秀建设路拥翠小区二手房(广州链家),41562,1,1,1,1,中,7
1698,32,南,简装,两梯十一户,1,双子星城 电梯一房 户型方正 实用率高_广州海珠新港西双子星城二手房(广州链家),41563,1,1,1,1,中,18
642,69.77,东,简装,两梯八户,1,富力天朗明居 方正两房 东向采光好 车陂地铁站500米_广州天河棠下富力天朗明居S区二手房(广州链家),41566,2,1,1,1,低,18
705,87.8,南,简装,三梯十二户,1,富景花园 高层 南向三房 实用率高_广州海珠新港西富景花园二手房(广州链家),41572,3,2,1,1,高,32
55,95,东南,精装,三梯六户,1,万科欧泊全新没有住过的三房，东南高层_广州番禺万博万科欧泊二手房(广州链家),41579,3,1,1,2,中,35
1176,72.1,南,精装,两梯七户,1,户型方正 全南向 阳光充足 配套完善_广州海珠金碧金碧花园第一金碧二手房(广州链家),41609,2,2,1,1,中,32
1071,88.39,南 北,精装,两梯四户,1,全新装修，南北对流，高层视野好_广州黄埔科学城新福港鼎峰二手房(广州链家),41634,3,2,1,1,高,28
1420,40.35,北,简装,一梯四户,0,全明屋 通勤便利 格局方正 使用率高_广州越秀五羊新城五羊小区二手房(广州链家),41636,1,1,1,1,中,9
1443,76.84,东北,精装,两梯四户,1,保利花园 电梯中高层 望花园两房 装修保养新_广州海珠工业大道中保利花园二手房(广州链家),41645,2,1,1,1,高,18
690,84,东北,精装,三梯八户,1,新世界凯粤湾 高层两房  配套完善 居住舒适_广州荔湾滘口新世界凯粤湾二手房(广州链家),41667,2,2,1,1,高,33
370,165,南,精装,两梯三户,1,云山熹景 4室2厅 688万_广州白云梅花园云山熹景二手房(广州链家),41697,4,2,1,2,低,18
138,87.51,东南,简装,三梯八户,1,金燕花园  电梯南向三房  通风采光好  户型比较方正_广州天河粤垦金燕花园二手房(广州链家),41710,3,2,1,2,高,26
1004,15.1,东,精装,一梯四户,0,西门口地铁低层，通风好，采光充足_广州越秀西门口百灵路二手房(广州链家),41722,1,1,1,1,中,5
1585,106.64,东南,精装,两梯五户,1,保利花园  电梯高层 东南向 正望花园  户型方正实用_广州海珠工业大道中保利花园二手房(广州链家),41730,3,2,1,2,高,18
190,100.15,西北,精装,一梯六户,1,隆康花园 电梯三房 精致装修 远离马路 环境安静_广州白云白云大道南隆康花园二手房(广州链家),41738,3,2,1,1,中,11
48,102.46,南,精装,两梯六户,1,同和 云裳丽影 精装修三房 户型方正采光好 环境优美_广州白云同和云裳丽影二手房(广州链家),41773,3,1,1,2,中,18
